,artist_name,pop_artist,tot_followers,track_name,avail_mark,rel_date,pop_track,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,hit,featuring,search,rel_month,rel_day,week_day_out
8840,Armin van Buuren,79,3891275,Adagio For Strings (Mix Cut) - Original Mix,2,2014-12-19,4,9.83e-05,0.649,40613,0.958,0.971,0.493,-6.576,0.225,130.038,4,0.442,0,0,Armin van Buuren Adagio For Strings (Mix Cut) - Original Mix,12,19,4
8841,Cole Swindell,70,1616550,Ain't Worth the Whiskey,162,2014-02-18,61,0.042,0.432,191907,0.738,0.0,0.119,-3.91,0.0309,153.712,4,0.503,0,0,Cole Swindell Ain't Worth the Whiskey,2,18,1
8842,Armin van Buuren,79,3891275,Deep In My Heart (Mix Cut) - Original Mix,2,2014-12-19,4,0.196,0.545,44307,0.989,0.0239,0.247,-8.412,0.0435,130.055,4,0.902,0,0,Armin van Buuren Deep In My Heart (Mix Cut) - Original Mix,12,19,4
8843,Taylor Swift,96,42030616,Out Of The Woods,2,2014-10-27,60,0.00103,0.552,235800,0.841,1.23e-05,0.337,-6.938,0.0372,91.993,4,0.342,0,0,Taylor Swift Out Of The Woods,10,27,0
8844,Armin van Buuren,79,3891275,Zanarkand (Mix Cut) - Original Mix,2,2014-12-19,4,0.0999,0.605,44320,0.948,0.607,0.39,-7.022,0.0314,130.025,3,0.973,0,0,Armin van Buuren Zanarkand (Mix Cut) - Original Mix,12,19,4
8845,Andrew McMahon in the Wilderness,56,161567,Cecilia And The Satellite,178,2014-10-14,62,0.0131,0.381,223880,0.844,0.0,0.318,-7.123,0.144,194.0,4,0.239,0,0,Andrew McMahon in the Wilderness Cecilia And The Satellite,10,14,1
8846,Armin van Buuren,79,3891275,Once Lydian (Mix Cut) - Original Mix,2,2014-12-19,4,0.000133,0.494,44293,0.832,0.0,0.631,-6.367,0.172,129.879,4,0.555,0,0,Armin van Buuren Once Lydian (Mix Cut) - Original Mix,12,19,4
8847,Porter Robinson,68,924783,Goodbye To A World,172,2014-08-12,65,0.453,0.444,328507,0.35,0.109,0.0824,-7.194,0.0483,95.979,3,0.0973,0,0,Porter Robinson Goodbye To A World,8,12,1
8848,Armin van Buuren,79,3891275,Refused (Mix Cut) - David Gravell Remix,2,2014-12-19,3,0.000523,0.496,65360,0.969,0.59,0.315,-5.844,0.064,132.121,4,0.465,0,0,Armin van Buuren Refused (Mix Cut) - David Gravell Remix,12,19,4
8849,Ariel Camacho y Los Plebes Del Rancho,69,2598333,Te Metiste,178,2014-09-23,66,0.658,0.713,209121,0.44,2.24e-05,0.0791,-4.714,0.0391,152.031,3,0.809,0,0,Ariel Camacho y Los Plebes Del Rancho Te Metiste,9,23,1
8850,Armin van Buuren,79,3891275,Fade To Light (Mix Cut) - Original Mix,2,2014-12-19,4,1.22e-06,0.483,30429,0.931,0.707,0.197,-6.044,0.0338,129.981,4,0.572,0,0,Armin van Buuren Fade To Light (Mix Cut) - Original Mix,12,19,4
8851,Dan + Shay,81,2324811,Nothin' Like You,164,2014-04-01,61,0.151,0.589,186253,0.704,0.0,0.067,-4.772,0.0303,84.956,4,0.437,0,0,Dan + Shay Nothin' Like You,4,1,1
8852,Agonoize,36,26510,Gottlos,177,2014-12-19,12,0.00133,0.656,298241,0.995,0.703,0.135,-5.988,0.0418,124.998,4,0.701,0,0,Agonoize Gottlos,12,19,4
8853,Hippie Sabotage,75,711786,Your Soul,177,2014-09-16,63,0.000599,0.487,324807,0.68,0.0339,0.144,-8.497,0.0408,94.46,3,0.0752,0,0,Hippie Sabotage Your Soul,9,16,1
8854,Agonoize,36,26510,Schaufensterpuppenarsch - Electro Killer Doll Remix by Die Braut,177,2014-12-19,8,0.00101,0.548,342670,0.956,0.427,0.177,-6.071,0.032,135.011,4,0.669,0,0,Agonoize Schaufensterpuppenarsch - Electro Killer Doll Remix by Die Braut,12,19,4
8855,Logic,85,5441357,Gang Related,177,2014-10-21,63,0.209,0.597,167320,0.856,0.0159,0.278,-7.089,0.0431,131.95,4,0.771,0,0,Logic Gang Related,10,21,1
8856,Agonoize,36,26510,Dafür,177,2014-12-19,11,0.00176,0.571,254703,0.916,0.0187,0.104,-4.722,0.0704,138.021,4,0.504,0,0,Agonoize Dafür,12,19,4
8857,Bush,66,1343611,Comedown,2,2014-10-14,60,6.54e-05,0.46,326667,0.81,0.000189,0.123,-5.008,0.0557,139.671,4,0.38,0,0,Bush Comedown,10,14,1
8858,Agonoize,36,26510,Deutsch,177,2014-12-19,13,0.0109,0.691,259165,0.928,0.202,0.0923,-6.428,0.0527,130.001,4,0.404,0,0,Agonoize Deutsch,12,19,4
8859,Various Artists,0,1244844,Little Girls - From the Annie (2014) Original Movie Soundtrack,174,2014-11-17,68,0.115,0.769,137800,0.619,0.0,0.112,-4.403,0.0423,113.961,4,0.796,0,0,Various Artists Little Girls - From the Annie (2014) Original Movie Soundtrack,11,17,0
8860,Agonoize,36,26510,Wahre Liebe,177,2014-12-19,13,0.0868,0.723,262748,0.956,0.00138,0.58,-5.26,0.126,134.983,4,0.433,0,0,Agonoize Wahre Liebe,12,19,4
8862,Ori Uplift,6,1822,Sentimental Way - Breakdown,178,2015-01-14,3,0.319,0.199,76742,0.205,0.947,0.0928,-15.095,0.0411,136.934,4,0.0585,0,0,Ori Uplift Sentimental Way - Breakdown,1,14,2
8863,Tink,66,627386,Treat Me Like Somebody,178,2014-01-10,63,0.471,0.432,238355,0.36,0.0,0.0447,-10.84,0.2,76.027,5,0.552,0,0,Tink Treat Me Like Somebody,1,10,4
8864,Ori Uplift,6,1822,White Swans - tranzLift Emotional Breakdown,178,2015-01-14,3,0.733,0.223,91228,0.255,0.956,0.265,-12.637,0.0331,69.227,4,0.151,0,0,Ori Uplift White Swans - tranzLift Emotional Breakdown,1,14,2
8865,Trevor Hall,67,283186,Green Mountain State,178,2014-06-17,64,0.351,0.693,274632,0.367,2.9e-05,0.111,-11.66,0.0323,129.879,4,0.286,0,0,Trevor Hall Green Mountain State,6,17,1
8866,Ori Uplift,6,1822,For Love - Emotional Mix Breakdown,178,2015-01-14,3,0.542,0.177,73302,0.23,0.994,0.395,-15.559,0.0318,63.641,4,0.124,0,0,Ori Uplift For Love - Emotional Mix Breakdown,1,14,2
8867,Coldplay,90,31090227,Magic,178,2014-05-19,72,0.0266,0.738,285014,0.482,0.621,0.106,-8.917,0.0402,93.457,4,0.352,0,0,Coldplay Magic,5,19,0
8868,Ori Uplift,6,1822,Euphoric Air - Breakdown Mix,178,2015-01-14,3,0.535,0.0709,102249,0.298,0.67,0.14,-12.718,0.0365,179.662,5,0.116,0,0,Ori Uplift Euphoric Air - Breakdown Mix,1,14,2
8870,Ori Uplift,6,1822,Fable Of Love - Breakdown,178,2015-01-14,4,0.139,0.192,78270,0.626,0.906,0.134,-6.848,0.0337,92.204,3,0.243,0,0,Ori Uplift Fable Of Love - Breakdown,1,14,2
8871,Rittz,64,520634,In My Zone,177,2014-09-09,61,0.279,0.723,298200,0.691,0.0,0.0363,-6.784,0.219,138.038,5,0.512,0,0,Rittz In My Zone,9,9,1
8872,Ori Uplift,6,1822,KY Cygni - Emanuele Congeddu Breakdown,178,2015-01-14,3,0.934,0.13,103820,0.301,0.967,0.088,-13.66,0.0396,89.96,4,0.0398,0,0,Ori Uplift KY Cygni - Emanuele Congeddu Breakdown,1,14,2
8873,Usher,84,8908129,Good Kisser,178,2014-05-05,66,0.379,0.64,249626,0.782,0.0,0.109,-4.177,0.189,97.516,4,0.825,0,0,Usher Good Kisser,5,5,0
8874,Ori Uplift,6,1822,Ushio - Emotional Mix Breakdown,178,2015-01-14,3,0.298,0.245,88496,0.445,0.952,0.103,-9.366,0.038,69.458,4,0.0365,0,0,Ori Uplift Ushio - Emotional Mix Breakdown,1,14,2
8875,Isaiah Rashad,80,941121,Heavenly Father,178,2014-01-28,62,0.212,0.608,260632,0.676,0.0,0.347,-7.56,0.248,80.939,4,0.57,0,0,Isaiah Rashad Heavenly Father,1,28,1
8876,Ori Uplift,6,1822,One Wish - Farhad Mahdavi Breakdown,178,2015-01-14,6,0.19,0.169,168710,0.309,0.943,0.185,-9.473,0.0408,120.604,4,0.0412,0,0,Ori Uplift One Wish - Farhad Mahdavi Breakdown,1,14,2
8877,Good Morning,58,123111,Warned You,178,2014-11-14,63,0.668,0.535,136033,0.209,0.14,0.129,-16.402,0.0257,137.889,4,0.515,0,0,Good Morning Warned You,11,14,4
8878,Daniel Barenboim,65,97242,"Radetzky-Marsch, Op. 228",178,2014-01-07,13,0.821,0.513,229493,0.582,0.972,0.95,-16.438,0.364,100.736,4,0.362,0,0,"Daniel Barenboim Radetzky-Marsch, Op. 228",1,7,1
8880,Daniel Barenboim,65,97242,"Ohne Sorgen, Polka schnell, Op. 271",178,2014-01-07,14,0.709,0.505,108480,0.685,0.161,0.687,-15.809,0.542,94.224,4,0.479,0,0,"Daniel Barenboim Ohne Sorgen, Polka schnell, Op. 271",1,7,1
8881,One Direction,89,22445297,Stockholm Syndrome,178,2014-11-17,68,0.0734,0.678,214720,0.933,0.0,0.0863,-4.959,0.14,120.572,4,0.336,0,0,One Direction Stockholm Syndrome,11,17,0
8882,Daniel Barenboim,65,97242,"Die Romantiker, Walzer, Op. 167",178,2014-01-07,9,0.885,0.251,422760,0.123,0.875,0.693,-22.425,0.0843,96.444,3,0.234,0,0,"Daniel Barenboim Die Romantiker, Walzer, Op. 167",1,7,1
8884,Daniel Barenboim,65,97242,"Friedenspalmen, Walzer, Op. 207",178,2014-01-07,9,0.929,0.266,542293,0.116,0.884,0.678,-21.091,0.042,104.82,4,0.113,0,0,"Daniel Barenboim Friedenspalmen, Walzer, Op. 207",1,7,1
8885,Shakka,62,71307,When Will I See You Again,178,2014-10-19,66,0.301,0.593,218000,0.893,0.0,0.135,-5.811,0.132,150.085,4,0.63,0,0,Shakka When Will I See You Again,10,19,6
8886,Daniel Barenboim,65,97242,"An der schönen, blauen Donau, Walzer, Op. 314",178,2014-01-07,9,0.952,0.239,605667,0.0915,0.896,0.9,-22.115,0.0448,94.774,1,0.135,0,0,"Daniel Barenboim An der schönen, blauen Donau, Walzer, Op. 314",1,7,1
8887,Lemon Demon,70,344174,Two Trucks,178,2014-11-02,63,0.0529,0.758,247220,0.391,0.000867,0.106,-12.676,0.0453,114.006,4,0.895,0,0,Lemon Demon Two Trucks,11,2,6
8888,Daniel Barenboim,65,97242,"Helenen-Quadrille, Op. 14",178,2014-01-07,10,0.895,0.362,296627,0.242,0.902,0.948,-18.432,0.0896,87.773,4,0.321,0,0,"Daniel Barenboim Helenen-Quadrille, Op. 14",1,7,1
8889,Nicki Minaj,91,22104937,Pills N Potions,3,2014-12-15,60,0.00812,0.391,268000,0.604,5.18e-06,0.0443,-8.104,0.212,169.658,4,0.168,0,0,Nicki Minaj Pills N Potions,12,15,0
8890,Various Artists,0,1244844,True - Original Mix,177,2014-12-19,5,0.00169,0.845,379303,0.889,0.379,0.041,-3.973,0.0762,122.003,4,0.745,0,0,Various Artists True - Original Mix,12,19,4
8891,Taylor Swift,96,42030616,Wonderland,2,2014-10-27,60,0.0493,0.422,245560,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,4,0.197,0,0,Taylor Swift Wonderland,10,27,0
8892,Various Artists,0,1244844,Anjunabeach - Genix vs. Las Salinas Remix,178,2014-12-16,2,0.000116,0.763,418745,0.663,0.884,0.036,-7.078,0.106,129.997,4,0.0911,0,0,Various Artists Anjunabeach - Genix vs. Las Salinas Remix,12,16,1
8893,The Dead South,63,451508,In Hell I'll Be in Good Company,129,2014-04-26,61,0.753,0.772,245320,0.235,0.00125,0.111,-9.075,0.0479,154.802,4,0.703,0,0,The Dead South In Hell I'll Be in Good Company,4,26,5
8894,Various Artists,0,1244844,Every Night - Original Mix,178,2014-12-09,6,0.228,0.718,338929,0.673,0.897,0.033,-9.847,0.0383,119.969,4,0.314,0,0,Various Artists Every Night - Original Mix,12,9,1
8895,Kevin Gates,80,4340261,Out the Mud,162,2014-12-15,60,0.0402,0.854,241187,0.709,0.0,0.0901,-5.214,0.105,129.929,4,0.403,0,0,Kevin Gates Out the Mud,12,15,0
8896,Reach,33,2295,You Say,178,2020-03-07,3,0.000163,0.458,191143,0.907,0.00627,0.214,-3.65,0.0681,140.022,4,0.251,0,0,Reach You Say,3,7,5
8897,Hozier,81,4773814,From Eden,3,2014-09-19,60,0.584,0.399,283467,0.673,2.44e-05,0.118,-5.506,0.0509,142.255,5,0.285,0,0,Hozier From Eden,9,19,4
8898,Brennan Heart,68,253693,I Want To Party - Edit,174,2014-12-12,13,0.015,0.566,211154,0.942,0.221,0.246,-5.242,0.0566,149.911,4,0.336,0,0,Brennan Heart I Want To Party - Edit,12,12,4
8899,Hozier,81,4773814,Jackie and Wilson,3,2014-09-19,60,0.0579,0.555,223120,0.727,7.52e-06,0.0937,-4.202,0.0388,82.142,4,0.739,0,0,Hozier Jackie and Wilson,9,19,4
8900,Reach,33,2295,The Great Divine,178,2020-03-07,4,0.000153,0.579,223255,0.828,8.81e-05,0.552,-3.898,0.042,125.038,4,0.472,0,0,Reach The Great Divine,3,7,5
8901,Dierks Bentley,74,2563533,I Hold On,178,2014-01-01,60,0.0849,0.614,279533,0.715,0.000316,0.102,-6.451,0.0445,117.956,4,0.231,0,0,Dierks Bentley I Hold On,1,1,2
8902,Michael Stanley,28,2093,Talking in Tongues,178,2016-04-01,2,0.394,0.622,338240,0.397,0.755,0.118,-10.187,0.0271,89.99,4,0.505,0,0,Michael Stanley Talking in Tongues,4,1,4
8903,BTS,99,36851515,Just One Day,175,2014-02-12,70,0.175,0.504,239470,0.712,0.0,0.377,-4.705,0.379,189.577,4,0.307,0,0,BTS Just One Day,2,12,2
8904,Michael Stanley,28,2093,Breaking Down,178,2016-04-01,2,0.000105,0.484,288067,0.87,8.41e-06,0.227,-6.282,0.0289,90.034,4,0.659,0,0,Michael Stanley Breaking Down,4,1,4
8905,Sleeping At Last,75,1109909,Saturn,171,2014-07-08,67,0.638,0.263,289792,0.237,0.305,0.109,-13.738,0.0344,73.024,4,0.0461,0,0,Sleeping At Last Saturn,7,8,1
8906,Brennan Heart,68,253693,My Identity - Edit,174,2014-12-12,14,0.0143,0.589,252800,0.92,0.0,0.422,-3.087,0.072,75.013,4,0.29,0,0,Brennan Heart My Identity - Edit,12,12,4
8907,Various Artists,0,1244844,Candy Store,172,2014-06-10,64,0.585,0.728,172827,0.525,0.0,0.0962,-5.91,0.171,141.855,4,0.779,0,0,Various Artists Candy Store,6,10,1
8908,Michael Stanley,28,2093,Nothing and Everything to Prove,178,2016-04-01,2,0.00453,0.654,302240,0.764,0.000291,0.133,-6.012,0.0318,120.0,4,0.145,0,0,Michael Stanley Nothing and Everything to Prove,4,1,4
8909,ZHU,74,707494,Faded,3,2014-09-11,62,0.00843,0.867,223480,0.477,0.175,0.113,-7.183,0.049,124.979,4,0.614,0,0,ZHU Faded,9,11,3
8910,Michael Stanley,28,2093,Any Other Fool,178,2016-04-01,2,0.726,0.627,235920,0.617,0.000111,0.147,-6.881,0.0258,152.027,4,0.534,0,0,Michael Stanley Any Other Fool,4,1,4
8911,Modern Baseball,61,293390,Your Graduation,175,2014-02-11,61,0.001,0.395,163760,0.902,0.0,0.327,-5.808,0.176,184.737,4,0.632,0,0,Modern Baseball Your Graduation,2,11,1
8912,Brennan Heart,68,253693,Imaginary - XQ Edit,174,2014-12-12,23,0.298,0.552,192500,0.594,6.17e-05,0.262,-6.449,0.0306,149.907,4,0.287,0,0,Brennan Heart Imaginary - XQ Edit,12,12,4
8913,Banda MS de Sergio Lizárraga,84,12074203,A Lo Mejor,178,2014-06-24,68,0.543,0.758,212280,0.528,2.84e-05,0.215,-5.294,0.0312,129.973,4,0.629,0,0,Banda MS de Sergio Lizárraga A Lo Mejor,6,24,1
8914,Michael Stanley,28,2093,Lap Dogs Dance,178,2016-04-01,2,0.000377,0.636,377133,0.704,0.00367,0.218,-6.386,0.0287,112.006,4,0.355,0,0,Michael Stanley Lap Dogs Dance,4,1,4
8915,Miranda Lambert,77,2820050,Automatic,178,2014-06-02,60,0.0435,0.591,247827,0.703,2.34e-06,0.145,-6.211,0.0256,95.993,4,0.402,0,0,Miranda Lambert Automatic,6,2,0
8916,Michael Stanley,28,2093,Shadowland,178,2016-04-01,2,0.000543,0.557,284133,0.982,0.0443,0.146,-5.095,0.0771,120.013,4,0.605,0,0,Michael Stanley Shadowland,4,1,4
8917,Kero Kero Bonito,62,353239,I'd Rather Sleep,177,2014-08-25,64,0.0107,0.765,115352,0.579,0.362,0.15,-7.051,0.0496,142.065,4,0.855,0,0,Kero Kero Bonito I'd Rather Sleep,8,25,0
8918,Michael Stanley,28,2093,Vicodin & Prayer,178,2016-04-01,2,0.0189,0.524,354653,0.722,0.0499,0.0174,-7.703,0.041,183.895,4,0.49,0,0,Michael Stanley Vicodin & Prayer,4,1,4
8919,Hozier,81,4773814,Arsonist's Lullabye,3,2014-03-09,60,0.673,0.463,266547,0.373,0.0745,0.118,-10.666,0.0362,64.831,4,0.184,0,0,Hozier Arsonist's Lullabye,3,9,6
8920,Michael Stanley,28,2093,Coming up for Air,178,2016-04-01,2,0.369,0.604,396093,0.532,0.0956,0.107,-9.561,0.024,106.006,4,0.316,0,0,Michael Stanley Coming up for Air,4,1,4
8921,Andy Grammer,76,962014,Back Home,174,2014-08-05,61,0.0409,0.621,199113,0.827,0.0,0.0815,-7.309,0.0454,99.979,4,0.65,0,0,Andy Grammer Back Home,8,5,1
8922,Reach,33,2295,Shame,178,2020-03-07,7,0.000429,0.448,244846,0.802,0.000297,0.376,-3.513,0.0358,94.904,3,0.324,0,0,Reach Shame,3,7,5
8923,La Adictiva Banda San José de Mesillas,73,3251428,"Después de Ti, ¿Quién?",177,2014-07-29,60,0.554,0.689,234480,0.532,1.58e-06,0.204,-3.888,0.0296,122.004,4,0.594,0,0,"La Adictiva Banda San José de Mesillas Después de Ti, ¿Quién?",7,29,1
8924,Michael Stanley,28,2093,What Would Frank Do,178,2016-04-01,1,0.0987,0.813,250987,0.748,0.000162,0.122,-8.011,0.0269,109.96,4,0.89,0,0,Michael Stanley What Would Frank Do,4,1,4
8925,Deorro,72,1127945,Five Hours,177,2014-10-14,61,0.0197,0.88,326888,0.821,0.661,0.234,-2.545,0.118,127.907,4,0.575,0,0,Deorro Five Hours,10,14,1
8926,Michael Stanley,28,2093,Martha,178,2016-04-01,2,0.924,0.51,310173,0.277,7.73e-06,0.139,-10.897,0.0262,83.035,4,0.0714,0,0,Michael Stanley Martha,4,1,4
8927,One Direction,89,22445297,Fool's Gold,178,2014-11-17,68,0.23,0.515,210893,0.773,1.29e-06,0.0938,-4.848,0.0479,128.001,4,0.379,0,0,One Direction Fool's Gold,11,17,0
8928,Michael Stanley,28,2093,How Many Guitars Do You Need,178,2016-04-01,1,0.0138,0.672,306760,0.819,0.00123,0.106,-6.045,0.0266,121.972,4,0.785,0,0,Michael Stanley How Many Guitars Do You Need,4,1,4
8930,Michael Stanley,28,2093,Any Time I Try,178,2016-04-01,2,0.473,0.556,271973,0.478,0.000571,0.127,-10.279,0.0255,169.85,4,0.432,0,0,Michael Stanley Any Time I Try,4,1,4
8931,Dustin Lynch,72,1637870,Where It's At,177,2014-09-09,60,0.0142,0.557,204187,0.737,0.0,0.314,-5.75,0.0476,158.05,4,0.817,0,0,Dustin Lynch Where It's At,9,9,1
8932,Michael Stanley,28,2093,You Just Never Know,178,2016-04-01,2,0.191,0.572,317960,0.665,2.73e-05,0.119,-7.593,0.0229,159.936,4,0.681,0,0,Michael Stanley You Just Never Know,4,1,4
8934,Michael Stanley,28,2093,The Curves of Bratenahl,178,2016-04-01,2,0.0212,0.628,243533,0.949,0.0689,0.314,-6.657,0.0355,99.996,4,0.754,0,0,Michael Stanley The Curves of Bratenahl,4,1,4
8935,R. Kelly,72,2311503,Ignition - Remix,178,2014-05-19,64,0.0549,0.778,186040,0.549,0.0,0.0724,-6.144,0.0473,133.041,4,0.802,0,0,R. Kelly Ignition - Remix,5,19,0
8936,Michael Stanley,28,2093,The Hang,178,2016-04-01,2,0.0254,0.66,238947,0.739,1.26e-06,0.059,-5.781,0.0255,96.98,4,0.889,0,0,Michael Stanley The Hang,4,1,4
8937,Rebelution,70,673648,Fade Away,177,2014-06-10,60,0.181,0.685,209253,0.54,0.015,0.114,-9.701,0.0253,109.926,4,0.235,0,0,Rebelution Fade Away,6,10,1
8938,Michael Stanley,28,2093,Eleanor Rigby,178,2016-04-01,3,0.488,0.716,373320,0.484,0.0806,0.325,-9.595,0.0292,120.031,4,0.274,0,0,Michael Stanley Eleanor Rigby,4,1,4
8939,Imagine Dragons,90,35206882,I Bet My Life,3,2014-09-18,61,0.335,0.553,192707,0.657,0.000648,0.228,-8.219,0.0405,107.889,4,0.555,0,0,Imagine Dragons I Bet My Life,9,18,3
8940,Reach,33,2295,Running On Empty,178,2020-03-07,6,0.00278,0.51,220063,0.806,1.51e-05,0.307,-3.987,0.0364,150.01,4,0.363,0,0,Reach Running On Empty,3,7,5
8942,Michael Stanley,28,2093,Raise the Dead (Bonus Track),178,2016-04-01,2,0.011,0.656,296773,0.837,0.000103,0.129,-4.851,0.0319,120.033,4,0.52,0,0,Michael Stanley Raise the Dead (Bonus Track),4,1,4
8943,Alvvays,61,360260,"Archie, Marry Me",127,2014-07-22,60,0.00956,0.27,196560,0.83,0.434,0.142,-4.592,0.0741,117.314,4,0.205,0,0,"Alvvays Archie, Marry Me",7,22,1
8944,Brennan Heart,68,253693,What We Live For - Edit,174,2014-12-12,10,0.0326,0.543,236800,0.923,0.00772,0.451,-4.815,0.0547,150.009,4,0.139,0,0,Brennan Heart What We Live For - Edit,12,12,4
8945,Taylor Swift,96,42030616,Welcome To New York,2,2014-10-27,59,0.038,0.793,212600,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,4,0.615,0,0,Taylor Swift Welcome To New York,10,27,0
8946,Michael Stanley,28,2093,Money Shot (Bonus Track),178,2016-04-01,2,0.0116,0.659,347667,0.807,0.00178,0.17,-5.79,0.0346,87.021,4,0.867,0,0,Michael Stanley Money Shot (Bonus Track),4,1,4
8947,Cyndi Lauper,73,1692126,Time After Time,178,2014-03-28,68,0.576,0.724,243067,0.436,1.19e-06,0.0908,-9.321,0.0282,130.439,4,0.324,0,0,Cyndi Lauper Time After Time,3,28,4
8948,รวมศิลปิน (RS Best of the year 2014),0,23,อยากมีแฟนนะ (My Bodyguard),178,2016-10-28,15,0.107,0.832,215478,0.968,0.000469,0.119,-3.717,0.0601,115.023,4,0.754,0,0,รวมศิลปิน (RS Best of the year 2014) อยากมีแฟนนะ (My Bodyguard),10,28,4
8949,Shakey Graves,65,407815,Dearly Departed (feat. Esmé Patterson),175,2014-07-10,61,0.303,0.576,212800,0.609,0.0,0.164,-5.921,0.107,86.703,4,0.737,0,1,Shakey Graves Dearly Departed (feat. Esmé Patterson),7,10,3
8950,รวมศิลปิน (RS Best of the year 2014),0,23,มีสิทธิ์เจ็บถึงเมื่อไหร่ (In The End),178,2016-10-28,20,0.479,0.584,303750,0.614,0.0,0.105,-4.477,0.0308,79.982,4,0.387,0,0,รวมศิลปิน (RS Best of the year 2014) มีสิทธิ์เจ็บถึงเมื่อไหร่ (In The End),10,28,4
8951,J. Cole,91,14055775,03' Adolescence,178,2014-12-09,62,0.388,0.519,264213,0.809,0.0,0.275,-6.362,0.556,146.02,4,0.262,0,0,J. Cole 03' Adolescence,12,9,1
8952,รวมศิลปิน (RS Best of the year 2014),0,23,ตัดสินใจไม่ถูก,178,2016-10-28,6,0.602,0.535,250000,0.75,0.0,0.378,-3.96,0.0372,149.929,4,0.481,0,0,รวมศิลปิน (RS Best of the year 2014) ตัดสินใจไม่ถูก,10,28,4
8953,Calvin Harris,89,21921544,Under Control (feat. Hurts),177,2014-10-31,72,0.129,0.544,184280,0.915,0.000914,0.115,-3.405,0.0841,126.094,4,0.51,0,1,Calvin Harris Under Control (feat. Hurts),10,31,4
8954,Texas Two Year College All State Choir,6,44,Sililiza,173,2014-06-24,3,0.796,0.606,214000,0.463,0.0,0.82,-14.765,0.26,117.592,4,0.463,0,0,Texas Two Year College All State Choir Sililiza,6,24,1
8955,Banda MS de Sergio Lizárraga,84,12074203,No Me Pidas Perdón,178,2014-06-24,67,0.619,0.715,223453,0.522,2.3e-06,0.273,-3.936,0.0291,125.008,4,0.573,0,0,Banda MS de Sergio Lizárraga No Me Pidas Perdón,6,24,1
8956,Texas Two Year College All State Choir,6,44,"Lead, Kindly Light",173,2014-06-24,2,0.958,0.0704,543341,0.0897,0.437,0.666,-25.601,0.0421,73.321,3,0.0395,0,0,"Texas Two Year College All State Choir Lead, Kindly Light",6,24,1
8957,SZA,90,5844012,Childs Play (feat. Chance the Rapper),167,2014-04-08,62,0.775,0.759,216234,0.342,0.0,0.112,-9.044,0.0406,99.995,4,0.22,0,1,SZA Childs Play (feat. Chance the Rapper),4,8,1
8958,Various Artists,0,1244844,ที่เหลือคือรักแท้,178,2014-11-27,17,0.0674,0.622,258640,0.806,0.0,0.0741,-4.695,0.0305,102.525,4,0.551,0,0,Various Artists ที่เหลือคือรักแท้,11,27,3
8959,Logic,85,5441357,Alright,177,2014-10-21,61,0.0504,0.807,218280,0.693,7.75e-06,0.0762,-5.056,0.0481,127.035,4,0.142,0,0,Logic Alright,10,21,1
8960,Armin van Buuren,79,3891275,Say My Name - Alex M.O.R.P.H. Radio Edit,2,2015-01-02,2,0.00224,0.458,243112,0.922,0.904,0.494,-7.907,0.0896,137.978,4,0.175,0,0,Armin van Buuren Say My Name - Alex M.O.R.P.H. Radio Edit,1,2,4
8961,Taylor Swift,96,42030616,Clean,2,2014-10-27,59,0.232,0.815,271000,0.377,0.0,0.1,-7.754,0.0346,103.97,4,0.211,0,0,Taylor Swift Clean,10,27,0
8962,Various Artists,0,1244844,16 Toneladas,160,2014-10-20,4,0.809,0.616,131907,0.52,0.0,0.082,-10.925,0.0599,82.697,4,0.938,0,0,Various Artists 16 Toneladas,10,20,0
8963,TV Girl,72,297331,Birds Dont Sing,178,2014-06-05,61,0.016,0.612,209347,0.942,0.0,0.137,-4.549,0.0568,106.57,4,0.807,0,0,TV Girl Birds Dont Sing,6,5,3
8964,Armin van Buuren,79,3891275,On Fire,2,2015-01-02,2,0.00339,0.572,262500,0.809,0.00198,0.309,-6.455,0.0433,127.988,4,0.223,0,0,Armin van Buuren On Fire,1,2,4
8965,Beyoncé,88,28259301,Flawless Remix (feat. Nicki Minaj),178,2014-11-24,65,0.241,0.639,234413,0.659,8.33e-06,0.484,-7.273,0.215,136.801,4,0.457,0,1,Beyoncé Flawless Remix (feat. Nicki Minaj),11,24,0
8966,Armin van Buuren,79,3891275,Gravity,2,2015-01-02,2,0.18,0.675,201290,0.547,0.897,0.11,-10.277,0.0353,124.033,4,0.107,0,0,Armin van Buuren Gravity,1,2,4
8967,Travis Scott,94,17644313,Mamacita (feat. Rich Homie Quan & Young Thug),178,2014-08-18,64,0.0146,0.823,274320,0.768,1.03e-06,0.127,-6.21,0.0819,115.021,4,0.216,0,1,Travis Scott Mamacita (feat. Rich Homie Quan & Young Thug),8,18,0
8968,Various Artists,0,1244844,Fallen Angels,178,2004-01-01,5,0.314,0.69,303960,0.718,0.0,0.325,-8.505,0.0928,92.317,4,0.551,0,0,Various Artists Fallen Angels,1,1,3
8969,Flight Facilities,65,382780,Crave You,5,2014-10-24,61,0.0976,0.921,234787,0.48,0.0,0.0768,-9.2,0.0823,120.043,4,0.317,0,0,Flight Facilities Crave You,10,24,4
