,Year,Title,Artist Name,Artist ID
5598,2008,b'All On Our Own',b'One Block Radius',b'AR4BSBD1187B9ACD3A'
5599,0,b'Nossa Dan\xc3\xa7a',b'Nana Caymmi',b'ARV6QHT1187FB5537A'
5600,0,b'Mountain By The Sea (Tribe Unknown)',b'Various Indian Tribes',b'ARWXMEP1241B9CD7CE'
5601,1987,b'All Day',b'Butthole Surfers',b'ARPQ4Z01187FB3A736'
5602,1995,b'La Revoluci\xc3\xb3n',b'Memphis La Blusera',b'ARJ3VRY1187B9A3058'
5603,0,b'Air_ Siote No. 3 (J.S. Bach)',b'Mariano Yanani',b'ARY1P2B1187B9B78F5'
5604,0,b'Moon Boom',b'Anat Ben David',b'AR1Y0N71187FB43209'
5605,1964,b'Time Is On My Side',b'The Rolling Stones',b'ARFCUN31187B9AD578'
5606,0,b'We Will Glorify (Key-B-Db-Premiere Performance Plus)',b'Twila Paris',b'ARUTS6Y1187FB5BDAB'
5607,0,b'Floripa',b'Plagia',b'ARPZPET1252CCF9386'
5608,2005,b'Hasta El Final',b'La Portuaria',b'AR1LQNB1187B9A6AE5'
5609,0,b'John Dunbar Theme [Dances with Wolves]',b'Hollywood Bowl Orchestra / John Mauceri',b'ARUCJQF1187B9A0A57'
5610,1999,b'Do It Nice',b'Suicide',b'AR1Y37Q1187B9B66D2'
5611,1998,b'Can You Feel It?',b'Lee Ritenour',b'AR0BV7E1187FB386C1'
5612,0,b'Someday',b'Max Melvin',b'ARGFVP41187B99296B'
5613,0,b'Gewisse Leute',b'Rainer Bielfeldt',b'ARGLRBB12472CE2CFF'
5614,1998,b'Amazing (LP Version)',b'Point Of Grace',b'ARGNLJL1187B9AB503'
5615,0,"b""Murda'""",b'Rodney O & Joe Cooley',b'ARDQO721187FB3C6D9'
5616,1993,b'The Monkey King',b'William Orbit',b'ARZS5VW1187FB567E8'
5617,2010,b'You And Your Heart',b'Jack Johnson',b'ARC8CQZ1187B98DECA'
5618,0,b'Big Railroad Blues',b'Gus Cannon',b'AR7G0NH1187FB42E47'
5619,1995,"b""We Can't Win (Explicit)""",b'A.Z.',b'ARKQ9JM1187FB57521'
5620,0,"b""I'm In Love""",b'Dub Pistols feat. Lindy Layton & Rodney P',b'ARXK4YK1187FB4D0C4'
5621,2007,b'Les Chaudrons',b'Andr\xc3\xa9 Minvielle',b'ARPUTNP1187B9AA71B'
5622,0,b'Wahrheit',b'Hassan Annouri feat. Cassandra Steen',b'ARYFHBH1257509D340'
5623,0,b'Hit And Rape (Album Version)',"b""Wednesday 13's Frankenstein Drag Queens From Planet 13""",b'ARXDOUQ11F50C4A239'
5624,0,b'El Barbero',b'Gaiteros de Pillopo',b'ARK71TS1187B9902B0'
5625,2001,b'Feel So Stupid (Table 9)',"b""Darwin's Waiting Room""",b'AR5T4YC1187FB5915E'
5626,0,"b'Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des L\xc3\xa4chelns"")'",b'Herbert Von Karajan',b'ART8F8O1187B9A538D'
5627,2003,b'My Funny Valentine',b'Arturo Sandoval',b'ARNITNO1187FB555D3'
5628,0,b'Hell Will Reign',b'Demonbreed',b'ARAVEKH1269FCD294D'
5629,0,b'Turbocharger',b'Chaotica',b'ARPGPI81187B98AEEA'
5630,2006,b'Rock Bottom',b'House Of Lords',b'ARR8B8W1187B9AE0B4'
5631,0,b'Marea De Venus',b'Cerati-Melero',b'AR189B91187B9B8D9C'
5632,0,b'The Sweetest Sounds',"b""Helen O'Connell""",b'AR1BA6K1187B9A5656'
5633,0,b'Shi Shang Zui Qiang Man Hua Wang Da Luan Dou',b'Leo Ku',b'AR8QHU51187B9A3341'
5634,2006,b'Snowdrops',b'The Pineapple Thief',b'AR12EOE1187FB3AE26'
5635,2005,b'Say Yeah',b'Capleton',b'ARNZPLV1187FB3DF5D'
5636,0,b'Luna De Octubre',b'Flor Silvestre',b'ARHFEBO11F50C4825A'
5637,2003,b'Sweet Southern Comfort',b'Buddy Jewell',b'ARASJQK1187FB5B9D1'
5638,1998,b'Love Unlimited (Explicit)',"b""Fun Lovin' Criminals""",b'ARCLFWR1187B9AE7B2'
5639,0,b'I Want To Go Home',b'Remmy Ongala',b'ARXTUHV1187B99268F'
5640,0,b'Life',b'Jimmy Riley',b'ARD3ICK1187B9A56C9'
5641,1979,b'Century City Rag',b'The Last',b'ARBTNN91187B9ADD5D'
5642,0,"b""The Ferocious O' Flahertys""",b'Joe Heaney',b'AR5J8N51187FB54ED9'
5643,0,b'Rudolph The Red Nosed Reindeer',b'Frankie Randall',b'AR7537T1187B98FF59'
5644,2001,b'Round and Round',b'Otis Taylor',b'ARSRFOY1187B9917DA'
5645,0,b'Up All Night - Remix',b'Laron aka Swan featuring Alexander East',b'ARSBFGV1241B9CE441'
5646,1993,b'Water Is Alright In Tay',b'The Clancy Brothers',b'AROSGVP1187B9B011F'
5647,0,b'Second Hand Life',b'Joe Lynn Turner',b'ARS6HDE1187B99CA29'
5648,0,b'Just A Closer Walk With Thee',b'Andy Griffith',b'AR4GP451187FB3F2BB'
5649,2003,"b""Happy Valentine's Day""",b'OutKast',b'AR3MSAN1187B98F06B'
5650,0,b'Hipster Haircut',b'IYOV',b'ARHPBZT1269FCD0B57'
5651,1993,b'Wind In The Wire (Album Version)',b'Randy Travis',b'ARAPH9U1187B9B34F0'
5652,1998,b'Genuine',b'Five Fingers of Funk',b'AR22KZ51187B9A0A31'
5653,0,b'Cherry Pie',b'Warrant',b'AR261YW1187FB374B3'
5654,0,b'Un Garcon Pas Comme Les Autres (Ziggy)',b'C\xc3\xa9line Dion',b'ARFWL8S1187B9B4B44'
5655,0,b'Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon \xc3\xa2me a reconnu votre \xc3\xa2me(Werther/Charlotte)',b'Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson',b'AR5R7791187FB3A8C3'
5656,2004,b'A New Heart',b'Michael Whalen',b'ARDXWVZ1187B9B52F1'
5657,1965,b'See That Girl',b'Righteous Brothers',b'ARGS67J1187FB3FC1A'
5658,1998,b'Savu h\xc3\xa4lvenee',b'Kaija Koo',b'AR22KLC1187B98E812'
5659,0,b'Members Only',b'Tyrone Taylor',b'ARUBX2Y1187B99CD25'
5660,2006,b'Chasing Cars',b'Snow Patrol',b'ARVN9FZ1187FB393F1'
5661,0,b'Tigerauge Rock',b'G\xc3\xbcnter Noris',b'ARZWBH21187B99ACE1'
5662,0,b'All I Ask Of You',b'Erik Berglund',b'AR0JEOI1187B98B918'
5663,2006,b'King Kong',b'Shanadoo',b'AR22R8A1187FB46B9E'
5664,2000,b'Theme III',b'Silent Stream Of Godless Elegy',b'ARA1EK21187B9A2FB7'
5665,2001,b'Back To Burn',b'T-la Rock',b'ARE815V1187B998A43'
5666,1994,b'Voodoo Chile Blues',b'Jimi Hendrix',b'ARNDL191187FB51583'
5667,2003,b'Estoy Pensando En T\xc3\xad',b'Sonora Santanera',b'ARKRRTF1187B9984DA'
5668,0,b'Iron-head: Palestine',b'Asterisk*',b'ARDGALJ1187FB55592'
5669,0,b'Lonely',b'Stiff Meat',b'ARVUVRE12420780B0B'
5670,1996,"b""Sho' Enough""",b'Tommy Castro',b'ARV57NY1187FB3C1DC'
5671,0,b'Ingenting',b'Kent',b'AR1SQSG1187B9AC782'
5672,0,b'D\xc3\xa9stockage massif (with Alex Gopher)',b'Etienne de Cr\xc3\xa9cy\xc2\xa0',b'ARLBNAC1187FB47151'
5673,0,"b""Grandma's Spending Christmas with the Superstars""",b'Dr. Elmo',b'AR45KNL1187B992E53'
5674,2001,"b""L'education du corps des porcs""",b'Les Ogres De Barback',b'ARVEJ9M1187FB4DC44'
5675,1991,b'L\xc3\xa0-Bas',b'Jean-Jacques Goldman',b'AR7GOK91187FB455F5'
5676,2006,b'WHEN I AM YOU',b'Panzer AG',b'ARZM53A1187B9A1AE7'
5677,1982,b'Until I Believe In My Soul',b'Dexys Midnight Runners',b'AR8CT8U1187FB4D803'
5678,0,b'Angelito (Directo 09)',b'Carlos Baute',b'ARZBOES1187FB40178'
5679,2004,b'Ricky Ticky Toc',b'Eminem',b'ARTH9041187FB43E1F'
5680,0,b'Hot Dental Supplies',b'Marga Gomez',b'ARPB4TX1187B98DDEA'
5681,0,b'Come Monday',b'Barry Manilow',b'ARVZDOM1187B9B49C9'
5682,1982,b'Everyday',b'Rikk Agnew',b'ARESVFD1187FB522E6'
5683,0,b'Mana Laina Chahida',b'Malkit Singh',b'ARH4N0N1187FB3E1F1'
5684,2003,b'Old Hobo',b'Furry Lewis',b'ARN7OQ21187FB5A6B3'
5685,2007,b'After The Fire',b'Klaus Badelt',b'ARSL3N21187B98DFC5'
5686,0,b'Space Oddity (1997 Digital Remaster)',b'David Bowie',b'ARJA1841187FB3A029'
5687,0,b'Moon Loop (Improvisation)',b'Porcupine Tree',b'ARYO9BU1187B9ADA88'
5688,0,b'Heidi',b'Frank Chacksfield',b'AR0G47L1187B98CC6D'
5689,0,b'Here Comes Your Iceman (LP Version)',b'Joe Turner',b'ARWIMT21187B9B5AEC'
5690,2006,b'Tel Que Tu Es',b'Charlotte Gainsbourg',b'ARL635X1187B990092'
5691,0,b'Non Conformist Acclaimed',b'Agnes',b'ARTXEZN1187B9B8190'
5692,0,b'El Ventilador',b'The Party Group',b'AR6Q6PN1187B9A01E1'
5693,0,b'He Has Risen (Communication Album Version)',b'DeGarmo & Key',b'ARB45GQ1187B98D2B4'
5694,0,"b""I Just Need Your Lovin' - Original""",b'Chris Farlowe',b'ARTXS851187FB411C7'
5695,1974,b'Lord Of The Thighs',b'Aerosmith',b'AR12F2S1187FB56EEF'
5696,1999,b'Skyswimmer',b'Enter the Haggis',b'ARC5Q0L1187B98D463'
5697,0,b'Fearless [Interlude] (Explicit Album Version)',b'Bone Thugs-N-Harmony',b'ARUZRFN1187B98AC05'
5698,1968,b'This Is My Country',b'The Impressions',b'ARCT5P61187FB3D950'
5699,0,b'Welcome To My World (Live)',b'Tammy Wynette',b'ARM5JLS1187FB3615B'
5700,1971,b'Miss X (LP Version)',b'MC5',b'ARB336A1187B9A4583'
5701,1998,b'Les Amours de Nathalie',b'Les Malpolis',b'ARYB42B1187FB37B01'
5702,0,b'Imparable',b'Tommy Torres',b'AR0WCZW1187B99F592'
5703,2000,b'Por La Calle Abajo',b'Los Chunguitos',b'ARW9DSD1187B9A0345'
5704,2004,b'Say How I Feel',b'Rhian Benson',b'AR0WV4Y1187B99B806'
5705,0,b'We Have All The Time In The World (Live)',"b""Fun Lovin' Criminals""",b'ARCLFWR1187B9AE7B2'
5706,0,b'Angels We Have Heard On High (Album Version)',b'Shirley Caesar',b'ARK0VFZ1187FB4309B'
5707,0,b'Cold In Hands Blues',b'Bessie Smith',b'ARYYCVC1187B9A8510'
5708,0,"b""Bucket's Got A Hole In It""",b'Washboard Sam',b'AR84AQE1187B98AD9C'
5709,0,b'Tu Hi Tu Sada',b'DCS',b'ARNIO6W1187FB37297'
5710,0,b'Someone To Hold',b'Singing Melody',b'ARHINI31187B995C1D'
5711,1997,"b""Let's Blame The Lightman""",b'GWAR',b'ARO3SS31187FB3729C'
5712,0,b'He Will Lead His Children Home',b'Bill & Gloria Gaither',b'ARBB58Y1187B9B621B'
5713,2009,b'Master Of The Universe',b'Sick Puppies',b'AR190KO1187B9905EC'
5714,1994,b'My Heart Is Yearning',b'NOFX',b'AR06EB01187FB40150'
5715,0,b'Air: My Lagan Love',b'Willie Clancy',b'ARXZP9T1187FB4565D'
5716,0,b'America the Beautiful',"b""The Sun Harbor's Chorus-Documentary Recordings""",b'ARCVMYS12454A51E6E'
5717,1991,b'Viaje Al Averno',b'Gabinete Caligari',b'ARQGNEN1187FB4494C'
5718,0,b'Exogenesis: Symphony Part 1 [Overture]',b'Muse',b'ARR3ONV1187B9A2F59'
5719,0,b'Son Sabroso',b'Gran Coquivacoa',b'ARRXPRY1187B9A8B34'
5720,0,b'Computer Love (2009 Digital Remaster)',b'Kraftwerk',b'AR1ZKBE1187FB53629'
5721,1994,b'Das Telefon sagt Du',b'Andreas Dorau',b'ARGR98V1187FB3A1B9'
5722,2009,b'Hardly Wait',b'Placebo',b'AR6892W1187B9AC71B'
5723,2010,"b""The Burp Heard 'Round The World""",b'James Newton Howard',b'ARSZIBW1187B994053'
5724,0,b'Tyre',b'Chris Clark',b'AR5GMAV1187FB3A8F5'
5725,2005,b'Great Big Problem',b'FFH',b'AR2S4CA1187B99632E'
5726,0,b'Paper Doll',b'Gary Nichols',b'ARUMR3G1187B9B2B09'
5727,0,b'Brown Girl',b'John D. Loudermilk',b'AR5ZJLK1187B9B3A8E'
5728,0,b'La Copa Grande',b'Pablo Montero',b'ARXTM8U1187B99F200'
5729,2005,b'Perca peso',b'M\xc3\xb3veis Coloniais de Acaju',b'ARKWT6J1187B98ED50'
5730,0,b'Where Do I Fit',b'Tonic',b'ARFM7OI1187B990C49'
5731,0,b'Ojitos Dormilones',b'Jay P\xc3\xa9rez',b'ARQHLIO1187B98AA6A'
5732,0,b'Bad When U Broke',b'Dave Hollister',b'ARXP7MQ1187FB3AC5F'
5733,0,b'Changed',b'The Grip Weeds',b'AR5C6M11187B9AC877'
5734,1977,"b""The Son Of Hickory Holler's Tramp""",b'Kenny Rogers',b'ARO4WQR1187B9B9825'
5735,2008,b'Amores Cobardes',b'Andy & Lucas',b'ARNTTHK1187B98FF64'
5736,1968,"b""Mornin' Glory""",b'Glen Campbell And Bobbie Gentry',b'ARQXAUH1187B9BA010'
5737,1995,b'Juste Une Petite Fille',b'Maurane',b'ARYVLXY1187FB373B0'
5738,1982,b'El Te Daba Mala Vida',b'Los Chichos',b'AR2PT4M1187FB55B1A'
5739,0,b'Look Around featuring dead prez and Cheryl Pepsi Riley',b'Beatnuts featuring dead prez and Cheryl Pepsi Riley',b'ARNQESK11F4C83FD6F'
5740,0,b'Let the People Dance',b'Michael Bloomfield',b'ARFONSP11F50C4D175'
5741,0,b'My Bulldog Blues',b'Sonny Terry & Brownie McGhee',b'ARKJVHY11E2835E76B'
5742,0,b'Palabras De Amor(En Vivo)',b'La Portuaria',b'AR1LQNB1187B9A6AE5'
5743,0,"b""Don't Lose Control""",b'Bill Laswell',b'ARAH4TU1187FB51D28'
5744,0,b'Little Woman',b'Jazz Gillum',b'ARW4AGO1187FB4F107'
5745,2010,b'Nothing To Lose',b'Boondox',b'ARML7XL1187FB43F59'
5746,0,b'Love Can Break Your Heart (LP Version)',b'Michael McDonald',b'ARHTHC01187B9B6D2A'
5747,0,b'Broad Daylight - The BBC Sessions [Top Gear 17/3/69]',b'Free',b'ARC70XM1187FB4D5B0'
5748,0,b'Mi Son Maracaibo',b'Rene Touzet',b'ARP90NR1187B990ECA'
5749,1987,b'Angel',b'Aerosmith',b'AR12F2S1187FB56EEF'
5750,0,b'Scratchy (Takes 1-3 / bonus track)',b'Crazy Horse',b'ARXLX5L1187FB47BED'
5751,0,b'Voodoo Chile',b'Hiram Bullock',b'ARHYYNT1187B9A3AB8'
5752,0,b'Long Distance Relationship',b'Paul Taylor / Terry Dexter',b'ARIF3EV1187B9B8522'
5753,2007,b'Grad',b'Baroness',b'ARKLA8V1187B999B68'
5754,0,b'Rainbow Ride',b'Serpentine',b'ARELVCU1187B98F3E5'
5755,1997,b'So ist das nun mal',b'Andreas Dorau',b'ARGR98V1187FB3A1B9'
5756,0,b'Ready Now',b'Bukue One',b'ARA26TC1187B9B8505'
5757,1977,b'Captain Fingers',b'Lee Ritenour',b'AR0BV7E1187FB386C1'
5758,2004,b'State Of The Union',b'Rise Against',b'ARZWK2R1187B98F09F'
5759,1976,b'A Little Bit Of This And A Little Bit Of That',b'Lee Ritenour / Jeff Mironov',b'AR0BV7E1187FB386C1'
5760,0,b'Signs Of Insanity',b'Headhunter',b'ARVD9M11187FB49291'
5761,1995,b'Your Head',b'Helmet',b'AR0IVSA1187FB4F069'
5762,0,b'Perdido (1999 Digital Remaster)',b'Sam Butera & The Witnesses',b'AR787QE1187B9B48C6'
5763,2003,b'Everytime',b'Britney Spears',b'AR03BDP1187FB5B324'
5764,0,b'Dance_ Dance_ Dance  (Album Version)',b'Crazy Horse',b'ARXLX5L1187FB47BED'
5765,0,b'G\xc3\xa9raldine',b'Dine et D\xc3\xa9on',b'ARIUNKJ12802FDE157'
5766,0,b'Buy You A Drink',b'DJ Nasty',b'ARGBGC71187FB3DD0B'
5767,0,b'For Tomorrow (live)',b'Shaman',b'ARM9QAE1187B9AF687'
5768,0,b'Dimitroula',b'Amalia Avgoustaki',b'ARHMUJK1250940F0DE'
5769,0,b'With A Little Help From My Friends',b'Santana',b'ARB054P1187B9AD32E'
5770,0,b'A La Naturaleza',b'Ray Sandoval',b'ARYHTAK11F50C4A2FB'
5771,0,b'Burma Train Change',b'Martin Denny',b'ARDF6RM1187FB5A409'
5772,2004,b'Clap Ur Handz',b'K-OS',b'ARCF06I1187B995398'
5773,2003,b'One Hour Empire',b'Broadcast',b'ARFNJ4O1187B9A204B'
5774,2009,b'My Never',b'Blue October',b'ARDQ62L1187FB56FF0'
5775,0,b'Ma soeur',"b""France D'Amour""",b'ARABS971187B9A8509'
5776,0,b'???????',b'Intars Busulis',b'ARIXB7T1187B9AB215'
5777,0,b'No More Lonely Nights',b'Fiona',b'ARON0YP1187FB4B465'
5778,1998,b'Dogon',b'Carl Crack',b'ARM8BKO1187FB3AD47'
5779,0,b'Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953)',b'Ray Charles',b'AR20CFC1187B98A25D'
5780,1984,b'Light',b'Teena Marie',b'ARMIMHT1187B98F038'
5781,0,b'Motel Room In My Bed (LP Version)',b'X',b'ARS2KW51187B9B556E'
5782,1969,b'Fire',b'Jimi Hendrix',b'ARNDL191187FB51583'
5783,1997,b'Guitar Rag',b'Sylvester Weaver',b'ARPJNT81187B98AD36'
5784,2003,b'Welcome',b'Phil Collins',b'AR9W3X91187FB3994C'
5785,0,b'Never Wanted to Dance (Live In London)',b'Mindless Self Indulgence',b'AROKDJ41187B9A7700'
5786,0,b'Brute Force II',b'Jedi Mind Tricks',b'AR9788H1187B9A05D1'
5787,0,b'He Says The Same Things To Me',b'Skeeter Davis',b'ARDY3451187B9A0226'
5788,2006,b'E se tu lontana sei',b'Crazy Horse',b'ARXLX5L1187FB47BED'
5789,0,b'Emmaus',b'Brian Free & Assurance',b'ARZKFR51187B9AF51B'
5790,1996,b'Sound Clash',b'Dream Warriors',b'ARJXZX41187B9B6A43'
5791,1963,b'Foggy Mountain Top',b'Skeeter Davis',b'ARDY3451187B9A0226'
5792,1999,b'Memphis',b'Bob Marley',b'ARAZCWP129462A97F1'
5793,0,b'Selling Jolson A Baseball Team',b'Groucho Marx',b'AR7QAHN1187FB35F8B'
5794,2002,b'Vienna',b'The Fray',b'AR4EQ231187B99368F'
5795,0,b'Hoy Es Hoy',b'Memphis La Blusera',b'ARJ3VRY1187B9A3058'
5796,1993,b'Mambo Suavecito',b'Tito Puente',b'AR02IU11187FB513F2'
5797,1992,b'Sete Desejos',b'Alceu Valen\xc3\xa7a',b'AR4EVIX1187B993DE9'
5798,0,b'Baby My Love',b'The In Crowd / Jah Stitch',b'AR0BLA51187FB4E6CD'
5799,1988,b'Hard To Laugh',b'Pursuit Of Happiness',b'ARFK98R1187B9B0552'
5800,0,b'Why',b'Xmilk',b'ARBGJLS11F4C83D4B9'
5801,2004,b'Gotta Man',b'Frankee',b'AR7V0DI1187FB524DE'
5802,0,b'Skopska situacija',b'SAF',b'ARZI4B31187B991125'
5803,0,b'Deep Voices',b'Jane Winther',b'ARGAWJY11F50C50904'
5804,0,b'Soulcrusher (Amended Album Version)',b'Operator',b'ART703V1187FB4FD63'
5805,2003,"b""Time You'll Never Get Back""",b'Williamson',b'ARAFRFP1187FB4230B'
5806,0,b'Smoke',b'Mario Rosenstock',b'AROIHOI122988FEB8E'
5807,2006,b'New Friend Request (Amended Version)',b'Gym Class Heroes',b'ARGMGHN1187B9B4213'
5808,0,b'Bus Monkeys',b'Jape Squad',b'ARUBJTR1241B9CB16D'
5809,1966,b'Paint It Black',b'Chris Farlowe',b'ARTXS851187FB411C7'
5810,0,b'Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart)',b'Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N',b'ARYISOC1187B9998F1'
5811,0,"b""Don't Owe Me Nothin'""",b'Sticky Fingaz & Omar Epps',b'AR1QXAQ1187FB47FAC'
5812,0,"b""Diamonds Are A Girl's Best Friend""",b'Gloria De Haven',b'ARQ8FR81187FB58D27'
5813,2000,b'The Matter With You (Part I_ Ii_ Iii)',b'Avril',b'ARBXIDR1187B9AB77E'
5814,0,b'Gotta Let It Go',b'Elva Hsiao',b'ARCRR5X1187FB3BD4A'
5815,2000,b'Lose Your Money',b'Delbert McClinton',b'ARJFOC01187FB413A5'
5816,2007,b'Bari Bossa',b'Leo Gandelman',b'ARN9GBH1187FB3FEF9'
5817,0,b'Awakening of the Soulless',"b""Herbst9_ Z'ev""",b'ARZQM8D1187FB438CC'
5818,2001,b'Boys',b'Britney Spears feat. Pharrell Williams',b'AR03BDP1187FB5B324'
5819,0,b'Jambalaya (On The Bayou)',b'Leon Russell',b'AR7TTCH1187FB3F95C'
5820,1991,b'Mistadobalina',b'Del Tha Funkee Homosapien',b'ARV4KO21187FB38008'
5821,2007,b'Good Girl Gone Bad',b'Rihanna',b'ARKU3Z61187FB51DCA'
5822,2006,b'Hotta',b'T.O.K.',b'ARFH6FT1187FB5BF47'
5823,0,b'If You Hang Around Long Enough',b'Mac McAnally',b'ARX9L381187B9B7265'
5824,2003,b'La valse du mariage',b'Francis Lai',b'AR25WM21187FB461B3'
5825,0,b'The Gary Selchie - Solas',b'Bill Laswell',b'ARAH4TU1187FB51D28'
5826,1982,b'One Of Our Submarines',b'Thomas Dolby',b'ARMG34A1187FB548A8'
5827,0,b'WA-KA-BAM!! (INTRO)',b'Justin',b'ARZCXO91187FB53708'
5828,0,b'As You Take A  Walk Through My Mind',b'Slim Whitman',b'ARF4V431187FB3AA41'
5829,1996,b'Chitlins Con Carne',b'Stevie Ray Vaughan And Double Trouble',b'ART3O5Z1187B9AB043'
5830,2008,"b""Comin' Tonight""",b'Martha Wainwright',b'ARRWAD71187FB3FE44'
5831,0,b'Motherless Children (Remastered Version) (Take 2)',b'Mance Lipscomb',b'AR93RTI1187B98ECFB'
5832,0,b'On The Other Hand (Remastered Album Version)',b'Randy Travis',b'ARAPH9U1187B9B34F0'
5833,0,b'Le Petit Train (Mix\xc3\xa9 Par Mark Plati)',b'Rapha\xc3\xabl',b'AREJXK41187B9A4ACC'
5834,0,b'Now_ Baby_ or Never',b'Barbara Lusch',b'ARLMRES11F4C83E1E1'
5835,0,b'Goodness & Mercy',b'Ini Kamoze',b'ARXGWNG1187FB503A5'
5836,0,b'Walking Dub',b'Sugar Minott',b'ARIRD6J1187FB5A98C'
5837,0,"b""Why Can't We Really Be Free""",b'Harvey Averne',b'AR449OQ1187B99B25E'
5838,0,b'A Machine and a Memory Keeps You Alive',b'Dntel',b'ARDL38Z1187B9B9FB5'
5839,1999,b'T.V. Eye (Take 3)',b'The Stooges',b'ARLR9U31187B9A71AD'
5840,0,b'Some People They Never Believe (LP Version)',b'David Meece',b'ARU2JAB1187FB50C72'
5841,2001,b'Fuel the Fire',b'Unearth',b'AR6G6G01187B9B1637'
5842,1992,b'Sedona Suite (Sunrise/Prayer/Joy/Sunset)',b'Tom Barabas',b'AR7CCS31187B98C531'
5843,1996,b'Gina',b'Geggy Tah',b'AR26XQ61187FB36CF3'
5844,0,"b""Let's Go""",b'Ray Charles',b'AR20CFC1187B98A25D'
5845,1994,"b""I Can't Feel You Anymore""",b'Loretta Lynn',b'AR88F5X1187FB3EA17'
5846,2000,"b'Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)'",b'Joe Rogan',b'ARKQN8X1187B99221C'
5847,0,"b""I'll Sweat You (LP Version)""",b'Mista',b'ARX99U51187B991481'
5848,1989,b'El Mensaje Soy Yo',b'Los Fabulosos Cadillacs',b'ARL3VGT1187FB40E8E'
5849,0,b'The Awakening (Clean)',b'PMD',b'ARTHKHA1187FB3996A'
5850,1998,b'Pieni Maailma',b'Mandi',b'ARLRHRM11E2835E415'
5851,0,b'Os Dois Irrevers\xc3\xadveis',b'Irrevers\xc3\xadveis',b'ARIMYEU12086C1536B'
5852,0,b'Pega Joso',b'Laurindo Almeida',b'ARCLCFS1187B9AE476'
5853,0,b'Cleansing',b'The Color Red',b'ARVKT151187B9A181D'
5854,1994,b'It Came Upon The Midnight Clear',b'Gold City',b'ARTF2KG1187B98DDD1'
5855,1995,b'X-Static',b'Foo Fighters',b'AR6XPWV1187B9ADAEB'
5856,2004,b'Vertigo',b'U2',b'ARUJ5A41187FB3F5F1'
5857,0,b'Somewhere Else',b'Jim Bryson',b'ARXRVY51187B99E98E'
5858,2006,b'This Year (ReMastered)',b'Curtis Mayfield',b'ARNMWP51187FB3E963'
5859,0,"b""What's In You?""",b'Tom Cochrane',b'ARY1VGA1187FB5A39E'
5860,0,b'Besame Mucho',b'Alain Morisod',b'ARG719Z1187FB551FC'
5861,2007,b'More to This',b'Information Society',b'ARGY9FW1187B991C7D'
5862,0,b'Country Rose',b'Roy Drusky',b'AR059HI1187B9A14D7'
5863,0,b'Ragtime Sound',b'Marcie Blane',b'ARRBINW1187B98AE6D'
5864,2005,b'Mr. Prime Minister',b'Ms. Dynamite',b'AR21YNH1187FB49649'
5865,0,b'Ponto',b'Kali',b'ARXOKNT1187B9AA521'
5866,0,b'I Love You And You Love Me',b'Andy Russell',b'AR72THZ1187B9974EF'
5867,0,b'Party In The Burbs',b'John Brown',b'ARA0YAE1187B9B1D16'
5868,1997,b'A New Hope',b'Blink-182',b'ARA3I0J1187FB57869'
5869,0,b'Bus Station Blues (Live)',b'Little Freddie King',b'AR43KFF1187B9B74B1'
5870,0,b'Como La Flor (2005 Re-mastering) (Live)',b'Selena',b'AROF4LP1187FB41C51'
5871,0,b'Great Is Thy Faithfulness',b'Vickie Winans',b'ARMD0G81187B99A519'
5872,2009,b'The Sweetest Curse',b'Baroness',b'ARKLA8V1187B999B68'
5873,2009,b'Volc\xc3\xa1n',b'KALIMBA',b'AR6GJDZ1187B991E46'
5874,1995,b'Here Comes The Hotstepper',b'Ini Kamoze',b'ARXGWNG1187FB503A5'
5875,2006,b'What You Deserve (Album Version)',b'Ill Nino',b'ARQATWU1187B98EE26'
5876,0,"b""Can't Shake That Girl""",b'The Real Kids',b'AR3752L1187FB4B67E'
5877,0,b'I Love You',b'Ayo',b'ARN03F71187FB4E3F4'
5878,2005,b'Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05)',b'Green Day',b'ARV3CRH1187B9A1B21'
5879,2009,b'Lesson Learned',b'Alice In Chains',b'ARSW5F51187FB4CFC9'
5880,2003,"b""We're Back""",b'DMX / Eve / Jadakiss',b'ARTE9CG1187B99B1AF'
5881,0,b'This Christmas (LP Version)',b'Donny Hathaway',b'ARTB5PP1187FB523B7'
5882,0,b'Es dificil',b'De La Ghetto',b'ARORSBT11F50C4A96B'
5883,0,b'The Sweep',b'Two Man Advantage',b'ARIXCFZ1187B991009'
5884,0,b'Curvy Cola Bottle Body',b'Chico',b'ARO32TC1187FB39461'
5885,1995,b'(I Heard That) Lonesome Whistle',b'Bobby Darin',b'ARD0FN11187B9B25CD'
5886,0,b'Almost Genuine',b'9th Wonder featuring Defcon_ Phonte',b'ARF9EI11187B9AB66C'
